#timestamp tx ty tz qx qy qz qw
1723644391.171898127 0.024752872 -0.001175351 -0.004111112 0.014519881 0.024590079 -0.013330357 0.999503314
1723644391.472651005 0.011164516 -0.014004289 -0.007950194 0.018286236 0.022312228 -0.011666240 0.999515772
1723644391.740007639 0.018783972 -0.047860991 -0.018101251 0.011390907 0.034789499 -0.017813973 0.999170959
1723644391.973674297 0.025210293 -0.088484503 -0.025650419 0.003287918 0.041826203 -0.017956950 0.998958111
1723644392.073654413 0.030476063 -0.103801072 -0.019581078 0.006861779 0.040977385 -0.020561827 0.998924971
1723644392.206957579 0.036688872 -0.139092937 -0.026537789 0.014103786 0.041849103 -0.015507093 0.998904049
1723644392.340256453 0.039680336 -0.164415315 -0.033608038 0.013349999 0.041902203 -0.011101785 0.998970866
1723644392.473551273 0.042252947 -0.197850093 -0.030748913 0.008515042 0.047646292 -0.004867046 0.998816133
1723644392.673485518 0.061412342 -0.253371209 -0.028728820 0.009118199 0.057475794 0.004901033 0.998293221
1723644392.773449183 0.051115271 -0.286192477 -0.037342254 0.008658148 0.065187611 0.010750418 0.997777581
1723644392.940215588 0.062835895 -0.325766593 -0.046204012 0.001559968 0.060579311 0.011260414 0.998098671
1723644393.174035788 0.079401173 -0.364648908 -0.058921918 -0.009006151 0.056797728 -0.003725860 0.998338163
1723644393.374461889 0.088578686 -0.402076125 -0.068208203 -0.007878940 0.065759167 0.002921122 0.997800171
1723644393.541489363 0.105481505 -0.435516775 -0.080299653 -0.012046508 0.064999774 -0.001446773 0.997811556
1723644393.708522320 0.120162241 -0.457895368 -0.091427729 -0.011968923 0.062032230 -0.002898122 0.997998178
1723644393.842152357 0.139265358 -0.474817336 -0.110790916 -0.004119467 0.063138597 -0.011223644 0.997933149
1723644394.108796358 0.154562116 -0.502112329 -0.160950691 -0.017336646 0.053641159 -0.015885834 0.998283446
1723644394.242067814 0.175981611 -0.488607824 -0.182868630 -0.016942546 0.051470451 -0.019332470 0.998343647
1723644394.408649683 0.184897661 -0.505743146 -0.218918249 -0.023466885 0.055368189 -0.023856025 0.997905076
1723644394.641850948 0.204203188 -0.504366517 -0.269187421 -0.015259637 0.052071646 -0.032140031 0.998009384
1723644394.908357382 0.221658841 -0.535421729 -0.339361459 -0.025400858 0.035766520 -0.031019192 0.998555660
1723644395.141590357 0.251773924 -0.535264313 -0.365393639 -0.028471863 0.009560079 -0.031735703 0.999044955
1723644395.274858952 0.269119471 -0.534274995 -0.369595468 -0.019096810 -0.002676920 -0.034073446 0.999233305
1723644395.508066654 0.300614864 -0.546064317 -0.390471816 -0.011991959 -0.015162345 -0.037395563 0.999113560
1723644395.608007908 0.318562984 -0.542206705 -0.400215179 -0.022048963 -0.029131323 -0.041462865 0.998471856
1723644395.707946062 0.338491976 -0.528639734 -0.400156289 -0.026686613 -0.034436669 -0.051608875 0.997716665
1723644395.807881355 0.347053945 -0.522690475 -0.404773176 -0.028958151 -0.034685697 -0.061195321 0.997102559
